Regions;Votes Total;BE;CDS-PP;CDS-PP-MPT;CDS-PP-MPT-PPM;CDS-PP-PPD/PSD;Grupo de cidad‹os;MPT;PAN;PCP-PEV;PCTP/MRPP;PND;PNR;PPD/PSD;PPD/PSD-CDS-PP;PPD/PSD-CDS-PP-MPT;PPD/PSD-CDS-PP-MPT-PPM;PPD/PSD-CDS-PP-PPM;PPD/PSD-CDS-PP-PPM-MPT;PPD/PSD-MPT;PPD/PSD-MPT-PPM;PPD/PSD-PPM;PPD/PSD-PPM-MPT;PPM;PPM-PPV;PPM-PPV-PND;PPV;PS;PS-BE-PND-MPT-PTP-PAN;PS-PTP-PND-BE;PTP;Ranking;Voters Total;Voters Voting;Voters Abstention;Residents Total;Residents 0-14;Residents 15-64;Residents 65+;Population without Education;Population with High School;Companies Created;Average Monthly Income;Employees per Sector Total;Employees per Sector Agriculture;Employees per Sector Extraction Industries;Employees per Sector Transformation Industries;Employees per Sector Construction;Employees per Sector Gross and Retails Markets;Employees per Sector Administration and Services;Employees per Economic Sector Banks;Employees per Economic Sector Others;Companies Dissolved;Unemployment Total;Unemployment <25
Abrantes;16685.0;1185.0;1089.0;0.0;0.0;0.0;0.0;0.0;0.0;2400.0;0.0;0.0;0.0;3389.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8622.0;0.0;0.0;0.0;a>b>c>d>e;35075.0;18210.0;16865.0;37895.0;4672.0;23236.0;9987.0;4396.0;4933.0;47.0;835.4;7143.0;443.0;0.0;1826.0;524.0;1644.0;438.0;87.0;17.0;22.0;2649.0;347.2
Alcanena;6975.0;0.0;0.0;0.0;0.0;0.0;1102.0;0.0;0.0;514.0;0.0;0.0;0.0;0.0;2178.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3181.0;0.0;0.0;0.0;a>b>c>d>e;12809.0;7445.0;5364.0;13490.0;1797.0;8497.0;3197.0;1342.0;1807.0;43.0;799.3;6125.0;86.0;0.0;2387.0;196.0;1429.0;150.0;30.0;0.0;15.0;513.7;80.9
Const‰ncia;2270.0;0.0;0.0;210.0;0.0;0.0;0.0;0.0;0.0;1080.0;0.0;0.0;0.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;900.0;0.0;0.0;0.0;c>a>b>d>e;3491.0;2370.0;1121.0;4041.0;628.0;2535.0;878.0;404.0;556.0;6.0;943.6;999.0;55.0;0.0;618.0;19.0;56.0;27.0;18.0;0.0;1.0;232.0;37.7
Entroncamento;7779.0;931.0;522.0;0.0;0.0;0.0;0.0;0.0;0.0;968.0;0.0;0.0;0.0;1768.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3590.0;0.0;0.0;0.0;a>b>c>d>e;17263.0;8555.0;8708.0;20433.0;3233.0;13549.0;3651.0;1002.0;3615.0;39.0;854.4;4733.0;39.0;0.0;1420.0;182.0;1196.0;509.0;48.0;0.0;14.0;959.4;141.8
Ferreira do Zêzere;4989.0;0.0;125.0;0.0;0.0;0.0;0.0;0.0;0.0;96.0;0.0;0.0;0.0;2527.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2241.0;0.0;0.0;0.0;b>a>c>d>e;7933.0;5302.0;2631.0;8409.0;1048.0;5055.0;2306.0;1453.0;892.0;16.0;663.9;1927.0;516.0;0.0;224.0;398.0;384.0;69.0;13.0;0.0;3.0;305.0;45.7
Maç‹o;4723.0;0.0;110.0;0.0;0.0;0.0;0.0;0.0;0.0;183.0;0.0;0.0;0.0;2642.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1788.0;0.0;0.0;0.0;b>a>c>d>e;6887.0;5009.0;1878.0;7018.0;599.0;3818.0;2601.0;1346.0;653.0;12.0;653.6;1311.0;103.0;0.0;295.0;215.0;330.0;69.0;12.0;0.0;6.0;283.8;44.3
Our_m;21587.0;0.0;0.0;0.0;0.0;0.0;2680.0;0.0;0.0;741.0;0.0;0.0;0.0;0.0;9023.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9143.0;0.0;0.0;0.0;a>b>c>d>e;43331.0;23529.0;19802.0;45545.0;6380.0;29387.0;9779.0;5947.0;5559.0;112.0;749.6;14211.0;254.0;78.0;2794.0;2406.0;3450.0;558.0;163.0;13.0;56.0;1901.5;253.0
Sardoal;2468.0;0.0;0.0;0.0;0.0;0.0;497.0;0.0;0.0;66.0;0.0;0.0;0.0;1284.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;621.0;0.0;0.0;0.0;a>b>c>d>e;3503.0;2590.0;913.0;3894.0;445.0;2446.0;1003.0;451.0;498.0;6.0;655.9;633.0;46.0;0.0;67.0;155.0;133.0;31.0;0.0;0.0;7.0;253.4;44.9
Sert‹;8803.0;0.0;384.0;0.0;0.0;0.0;160.0;0.0;0.0;141.0;0.0;0.0;0.0;5776.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2342.0;0.0;0.0;0.0;b>a>c>d>e;14826.0;9375.0;5451.0;15517.0;1931.0;9271.0;4315.0;2592.0;1785.0;22.0;652.3;3604.0;286.0;0.0;738.0;608.0;903.0;79.0;35.0;34.0;13.0;897.3;159.2
Tomar;18112.0;585.0;560.0;0.0;0.0;0.0;3094.0;1369.0;0.0;1827.0;0.0;0.0;0.0;5198.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5479.0;0.0;0.0;0.0;a>b>c>d>e;37310.0;19886.0;17424.0;39376.0;4789.0;24453.0;10135.0;4049.0;5456.0;55.0;771.6;7343.0;298.0;0.0;1111.0;964.0;1942.0;398.0;92.0;11.0;35.0;2038.5;270.1
Torres Novas;15597.0;1697.0;587.0;0.0;0.0;0.0;0.0;0.0;0.0;2742.0;0.0;0.0;0.0;2931.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7640.0;0.0;0.0;0.0;a>b>c>d>e;32546.0;17102.0;15444.0;36197.0;4859.0;22661.0;8677.0;3412.0;5155.0;61.0;799.9;9248.0;393.0;0.0;2013.0;846.0;1803.0;719.0;100.0;0.0;51.0;1658.8;208.1
Vila de Rei;1986.0;0.0;172.0;0.0;0.0;0.0;0.0;0.0;0.0;54.0;0.0;0.0;0.0;1096.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;664.0;0.0;0.0;0.0;b>a>c>d>e;2967.0;2131.0;836.0;3452.0;267.0;1941.0;1244.0;686.0;328.0;7.0;628.6;578.0;43.0;0.0;146.0;97.0;110.0;17.0;8.0;0.0;5.0;109.2;22.7
Vila Nova da Barquinha;3419.0;0.0;153.0;0.0;0.0;0.0;0.0;0.0;0.0;513.0;0.0;0.0;0.0;649.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2104.0;0.0;0.0;0.0;b>a>c>d>e;6479.0;3681.0;2798.0;7332.0;998.0;4480.0;1854.0;626.0;1061.0;8.0;677.3;879.0;17.0;0.0;95.0;77.0;256.0;84.0;0.0;0.0;10.0;307.7;50.8
Almeida;4678.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;170.0;0.0;0.0;0.0;0.0;2793.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1715.0;0.0;0.0;0.0;a>b>c>d>e;7899.0;4958.0;2941.0;6732.0;489.0;3890.0;2353.0;1150.0;794.0;6.0;637.9;1147.0;179.0;0.0;66.0;145.0;243.0;56.0;22.0;0.0;7.0;261.8;32.3
Belmonte;3765.0;0.0;103.0;0.0;0.0;0.0;1064.0;0.0;0.0;300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2298.0;0.0;0.0;0.0;b>a>c>d>e;6646.0;4034.0;2612.0;6698.0;761.0;4258.0;1680.0;988.0;796.0;14.0;647.4;1936.0;117.0;0.0;728.0;267.0;376.0;70.0;18.0;0.0;6.0;498.7;53.9
Celorico da Beira;5383.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78.0;0.0;0.0;0.0;0.0;2317.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2951.0;0.0;0.0;37.0;a>b>c>d>e;8656.0;5621.0;3035.0;7458.0;882.0;4405.0;2171.0;1312.0;722.0;7.0;616.4;1396.0;166.0;0.0;369.0;98.0;256.0;39.0;16.0;0.0;5.0;484.8;74.9
Covilh‹;26920.0;503.0;0.0;0.0;0.0;0.0;8144.0;0.0;0.0;3166.0;0.0;0.0;0.0;4318.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10789.0;0.0;0.0;0.0;a>b>c>d>e;49773.0;28762.0;21011.0;50118.0;6073.0;31922.0;12123.0;5682.0;6817.0;105.0;725.2;11482.0;422.0;364.0;3311.0;969.0;2179.0;717.0;115.0;0.0;113.0;3589.8;431.9
Figueira de Castelo Rodrigo;4329.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;1743.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2552.0;0.0;0.0;0.0;a>b>c>d>e;6134.0;4507.0;1627.0;6118.0;689.0;3503.0;1927.0;1150.0;528.0;9.0;629.7;1061.0;368.0;0.0;137.0;83.0;165.0;21.0;16.0;0.0;4.0;265.6;43.9
Fornos de Algodres;3627.0;0.0;212.0;0.0;0.0;0.0;0.0;0.0;0.0;31.0;0.0;0.0;0.0;1613.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1771.0;0.0;0.0;0.0;b>a>c>d>e;5319.0;3756.0;1563.0;4904.0;521.0;2977.0;1407.0;866.0;423.0;4.0;593.3;837.0;77.0;0.0;117.0;143.0;197.0;22.0;0.0;0.0;16.0;278.5;46.1
Fund‹o;14686.0;0.0;463.0;0.0;0.0;0.0;0.0;0.0;0.0;1186.0;0.0;0.0;0.0;8572.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4134.0;0.0;0.0;331.0;b>a>c>d>e;28906.0;15894.0;13012.0;28380.0;3359.0;17359.0;7663.0;4506.0;3099.0;65.0;677.7;6476.0;863.0;0.0;1304.0;677.0;1523.0;219.0;61.0;30.0;32.0;1892.0;214.5
Gouveia;8547.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;385.0;0.0;0.0;0.0;0.0;4619.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3543.0;0.0;0.0;0.0;a>b>c>d>e;15005.0;9152.0;5853.0;13553.0;1368.0;7840.0;4345.0;2126.0;1279.0;17.0;663.3;2242.0;244.0;0.0;300.0;341.0;564.0;151.0;0.0;0.0;10.0;864.9;124.9
Guarda;21817.0;871.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;925.0;576.0;0.0;0.0;0.0;12222.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7223.0;0.0;0.0;0.0;a>b>c>d>e;39965.0;23766.0;16199.0;41272.0;5399.0;27230.0;8643.0;3848.0;5812.0;122.0;756.3;10628.0;552.0;0.0;2089.0;1135.0;2404.0;343.0;146.0;0.0;42.0;2770.9;344.5
Manteigas;2335.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.0;0.0;0.0;0.0;1144.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1094.0;0.0;0.0;0.0;a>b>c>d>e;3671.0;2445.0;1226.0;3322.0;333.0;2106.0;884.0;436.0;368.0;1.0;679.6;535.0;23.0;0.0;50.0;123.0;113.0;32.0;0.0;0.0;0.0;216.1;27.8
Mêda;3782.0;0.0;1186.0;0.0;0.0;0.0;0.0;0.0;0.0;34.0;0.0;0.0;0.0;704.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;455.0;0.0;0.0;0.0;1403.0;0.0;0.0;0.0;b>a>c>d>e;5931.0;3972.0;1959.0;4984.0;484.0;2791.0;1709.0;1017.0;426.0;13.0;634.8;1145.0;355.0;0.0;102.0;226.0;193.0;17.0;9.0;0.0;2.0;155.1;23.1
Pinhel;6106.0;0.0;531.0;0.0;0.0;0.0;0.0;0.0;0.0;127.0;0.0;0.0;0.0;3542.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1906.0;0.0;0.0;0.0;b>a>c>d>e;10236.0;6484.0;3752.0;9270.0;952.0;5367.0;2952.0;1642.0;941.0;18.0;641.0;2521.0;988.0;50.0;298.0;327.0;437.0;61.0;0.0;6.0;6.0;390.8;52.3
Sabugal;8125.0;0.0;382.0;0.0;0.0;0.0;0.0;0.0;0.0;152.0;0.0;0.0;0.0;3944.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3405.0;0.0;0.0;242.0;b>a>c>d>e;15083.0;8619.0;6464.0;12030.0;924.0;6381.0;4726.0;2783.0;1092.0;19.0;642.4;2194.0;318.0;0.0;358.0;366.0;518.0;64.0;27.0;0.0;12.0;444.6;92.9
Seia;12839.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1014.0;0.0;0.0;0.0;0.0;4042.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7783.0;0.0;0.0;0.0;a>b>c>d>e;24715.0;13985.0;10730.0;23958.0;2496.0;15328.0;6135.0;3096.0;2768.0;50.0;672.7;5271.0;230.0;0.0;1348.0;671.0;1330.0;161.0;55.0;39.0;30.0;1482.8;233.2
Trancoso;6461.0;0.0;127.0;0.0;0.0;0.0;0.0;0.0;0.0;87.0;0.0;0.0;0.0;2513.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3734.0;0.0;0.0;0.0;b>a>c>d>e;10423.0;6741.0;3682.0;9602.0;974.0;5776.0;2852.0;1620.0;1002.0;20.0;683.4;2396.0;516.0;0.0;284.0;278.0;642.0;43.0;30.0;0.0;6.0;355.2;53.3
Alcochete;6583.0;0.0;975.0;0.0;0.0;0.0;0.0;0.0;0.0;3830.0;0.0;0.0;0.0;575.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1203.0;0.0;0.0;0.0;b>a>c>d>e;13840.0;7166.0;6674.0;18293.0;3544.0;11876.0;2874.0;1090.0;2926.0;62.0;1379.2;4897.0;467.0;0.0;0.0;423.0;1590.0;361.0;29.0;0.0;26.0;1026.4;85.0
Almada;55294.0;3250.0;1502.0;0.0;0.0;0.0;0.0;0.0;1408.0;23466.0;1332.0;0.0;0.0;8440.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15586.0;0.0;0.0;310.0;a>b>c>d>e;149500.0;60593.0;88907.0;171481.0;26222.0;109080.0;36180.0;11069.0;28068.0;481.0;875.2;32382.0;345.0;0.0;0.0;2653.0;6205.0;5130.0;474.0;0.0;232.0;10317.3;1043.3
Amadora;54199.0;3231.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11459.0;910.0;0.0;0.0;0.0;10797.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27203.0;0.0;0.0;599.0;a>b>c>d>e;146552.0;59852.0;86700.0;175493.0;26270.0;112717.0;36506.0;11752.0;28390.0;430.0;1091.6;49616.0;223.0;0.0;0.0;4325.0;10627.0;9933.0;370.0;0.0;349.0;12225.3;1278.7
Barreiro;29507.0;1961.0;413.0;0.0;0.0;0.0;0.0;0.0;0.0;14380.0;1028.0;0.0;0.0;2848.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8877.0;0.0;0.0;0.0;a>b>c>d>e;70590.0;32034.0;38556.0;77577.0;11285.0;48406.0;17886.0;5249.0;12494.0;131.0;857.1;12046.0;94.0;5.0;0.0;884.0;2597.0;1574.0;162.0;0.0;79.0;5344.1;577.8
Cascais;59598.0;2997.0;0.0;0.0;0.0;0.0;4985.0;0.0;0.0;7366.0;576.0;0.0;0.0;0.0;28004.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;629.0;0.0;14140.0;0.0;0.0;901.0;a>b>c>d>e;172537.0;65549.0;106988.0;208418.0;34709.0;135445.0;38264.0;9767.0;37171.0;955.0;985.6;60430.0;0.0;4.0;0.0;4300.0;12533.0;6263.0;597.0;0.0;839.0;11941.7;1190.2
Lisboa;212890.0;10533.0;0.0;0.0;0.0;0.0;0.0;0.0;5227.0;22519.0;2378.0;0.0;1182.0;0.0;0.0;51156.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2814.0;0.0;116425.0;0.0;0.0;656.0;a>b>c>d>e;507495.0;228682.0;278813.0;520549.0;73048.0;305456.0;142046.0;32413.0;80869.0;3993.0;1289.4;530346.0;3368.0;0.0;0.0;18157.0;108070.0;130593.0;18567.0;436.0;1982.0;31934.3;3218.3
Loures;75916.0;2594.0;2522.0;0.0;0.0;0.0;0.0;0.0;0.0;28572.0;2387.0;0.0;542.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13164.0;0.0;0.0;0.0;0.0;0.0;0.0;25699.0;0.0;0.0;436.0;a>b>c>d>e;166296.0;82253.0;84043.0;205580.0;32332.0;134339.0;38909.0;13596.0;31177.0;574.0;943.5;59793.0;495.0;0.0;0.0;4787.0;14242.0;7936.0;420.0;36.0;397.0;11562.8;1281.4
Mafra;26836.0;0.0;0.0;0.0;1194.0;0.0;0.0;0.0;0.0;3514.0;0.0;0.0;0.0;14049.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8079.0;0.0;0.0;0.0;d>a>b>c>e;59910.0;29976.0;29934.0;79772.0;15200.0;52444.0;12128.0;4889.0;11779.0;295.0;740.2;25439.0;1020.0;0.0;0.0;1851.0;5351.0;4342.0;162.0;41.0;123.0;3686.4;321.8
Moita;22274.0;2022.0;470.0;0.0;0.0;0.0;0.0;0.0;568.0;10918.0;660.0;0.0;0.0;1483.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5947.0;0.0;0.0;206.0;a>b>c>d>e;59425.0;23976.0;35449.0;65632.0;10568.0;43330.0;11734.0;5139.0;9906.0;90.0;796.9;8786.0;273.0;0.0;0.0;1248.0;1891.0;891.0;89.0;0.0;64.0;4939.8;564.6
Montijo;15185.0;1085.0;479.0;0.0;0.0;0.0;0.0;0.0;0.0;4300.0;427.0;0.0;0.0;4168.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4726.0;0.0;0.0;0.0;a>b>c>d>e;41316.0;16528.0;24788.0;53586.0;9187.0;35557.0;8843.0;4124.0;8215.0;149.0;807.1;11865.0;1721.0;0.0;0.0;616.0;2770.0;1357.0;112.0;0.0;62.0;3672.8;409.3
Odivelas;47698.0;2632.0;0.0;0.0;2179.0;0.0;0.0;0.0;0.0;11196.0;750.0;0.0;0.0;9726.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20821.0;0.0;0.0;394.0;a>d>b>c>e;122822.0;52684.0;70138.0;149902.0;23206.0;99726.0;26970.0;8274.0;23533.0;402.0;773.0;28752.0;178.0;0.0;0.0;3710.0;6160.0;4994.0;245.0;0.0;208.0;7981.9;720.1
Oeiras;62847.0;2554.0;2631.0;0.0;0.0;0.0;23071.0;0.0;1841.0;6309.0;402.0;0.0;0.0;13215.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12638.0;0.0;0.0;186.0;b>a>c>d>e;147666.0;68972.0;78694.0;172689.0;27236.0;108860.0;36594.0;7196.0;30518.0;726.0;1404.7;130953.0;0.0;0.0;0.0;16844.0;30644.0;28447.0;5554.0;0.0;435.0;8459.5;762.5
Palmela;17953.0;1047.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9255.0;0.0;0.0;0.0;0.0;2252.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5010.0;0.0;0.0;389.0;a>b>c>d>e;51465.0;19818.0;31647.0;63723.0;10910.0;41370.0;11444.0;5271.0;9448.0;166.0;1054.9;22676.0;0.0;0.0;0.0;1844.0;3013.0;2052.0;93.0;21.0;100.0;3396.0;364.1
Seixal;47066.0;3439.0;1438.0;0.0;0.0;0.0;0.0;0.0;0.0;22658.0;717.0;0.0;0.0;5611.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12409.0;0.0;0.0;794.0;a>b>c>d>e;134303.0;52185.0;82118.0;161976.0;26183.0;109339.0;26455.0;8558.0;26710.0;364.0;1001.1;27717.0;196.0;0.0;0.0;2615.0;7057.0;3118.0;313.0;0.0;190.0;10116.1;1045.5
Sesimbra;14144.0;860.0;0.0;0.0;0.0;0.0;1349.0;0.0;454.0;6536.0;0.0;0.0;0.0;0.0;1523.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3422.0;0.0;0.0;0.0;a>b>c>d>e;41355.0;15620.0;25735.0;50276.0;8915.0;33219.0;8142.0;3167.0;7998.0;118.0;766.9;8808.0;738.0;0.0;0.0;1141.0;1695.0;1048.0;100.0;8.0;72.0;2818.0;262.7
Setœbal;36919.0;2267.0;0.0;0.0;0.0;0.0;0.0;0.0;1132.0;16801.0;986.0;0.0;0.0;0.0;5150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10583.0;0.0;0.0;0.0;a>b>c>d>e;103448.0;40066.0;63382.0;119244.0;19604.0;76821.0;22820.0;8977.0;19196.0;310.0;972.7;27916.0;934.0;0.0;0.0;2202.0;5280.0;3720.0;411.0;10.0;177.0;8027.9;864.8
Sintra;111725.0;5552.0;0.0;0.0;0.0;0.0;33991.0;0.0;2371.0;15362.0;2500.0;1272.0;748.0;0.0;0.0;16945.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32984.0;0.0;0.0;0.0;a>b>c>d>e;304082.0;122918.0;181164.0;379860.0;65905.0;257854.0;56102.0;18351.0;66819.0;1067.0;1010.1;94887.0;837.0;0.0;0.0;10672.0;25884.0;12816.0;701.0;11.0;544.0;22388.3;2204.9
Vila Franca de Xira;44384.0;2801.0;1530.0;0.0;0.0;0.0;0.0;0.0;0.0;14957.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6640.0;0.0;0.0;0.0;0.0;0.0;0.0;18456.0;0.0;0.0;0.0;a>b>c>d>e;110266.0;48769.0;61497.0;138910.0;23425.0;95240.0;20246.0;7469.0;24215.0;349.0;962.9;34889.0;390.0;0.0;0.0;2124.0;5911.0;5385.0;293.0;23.0;151.0;7575.0;838.8
Alc‡cer do Sal;6423.0;200.0;157.0;0.0;0.0;0.0;0.0;0.0;0.0;3624.0;0.0;0.0;0.0;222.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2220.0;0.0;0.0;0.0;a>b>c>d>e;11340.0;6767.0;4573.0;12640.0;1592.0;7706.0;3342.0;2142.0;1387.0;40.0;762.4;2947.0;1025.0;0.0;266.0;287.0;513.0;123.0;26.0;0.0;9.0;582.8;90.5
Gr‰ndola;7854.0;88.0;0.0;0.0;0.0;0.0;3042.0;0.0;0.0;2806.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1918.0;0.0;0.0;0.0;a>b>c>d>e;12467.0;8120.0;4347.0;14970.0;1916.0;9332.0;3722.0;2404.0;1862.0;29.0;709.5;3391.0;602.0;0.0;0.0;304.0;661.0;223.0;27.0;14.0;11.0;644.3;93.4
Odemira;12409.0;416.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3893.0;0.0;0.0;0.0;0.0;1333.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6767.0;0.0;0.0;0.0;a>b>c>d>e;21321.0;13249.0;8072.0;25770.0;3117.0;15812.0;6841.0;5247.0;3114.0;40.0;688.5;7710.0;2971.0;0.0;279.0;751.0;1306.0;505.0;41.0;42.0;17.0;1488.8;160.0
Santiago do Cac_m;12026.0;475.0;276.0;0.0;0.0;0.0;0.0;0.0;0.0;5930.0;0.0;0.0;0.0;1879.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3466.0;0.0;0.0;0.0;a>b>c>d>e;25361.0;13023.0;12338.0;29814.0;3723.0;18926.0;7165.0;3881.0;4602.0;51.0;764.9;6378.0;1015.0;0.0;602.0;798.0;1478.0;490.0;67.0;76.0;34.0;1658.8;206.1
Sines;6570.0;0.0;94.0;0.0;0.0;0.0;1572.0;0.0;0.0;1084.0;0.0;0.0;0.0;278.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3542.0;0.0;0.0;0.0;b>a>c>d>e;12033.0;6816.0;5217.0;14030.0;1996.0;9544.0;2491.0;1278.0;2198.0;44.0;1289.1;5846.0;257.0;0.0;1310.0;360.0;988.0;1113.0;53.0;0.0;25.0;1274.9;189.4
Aljustrel;6156.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2431.0;0.0;0.0;0.0;0.0;78.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3647.0;0.0;0.0;0.0;a>b>c>d>e;8640.0;6306.0;2334.0;8973.0;1037.0;5713.0;2224.0;1329.0;1018.0;6.0;798.6;2133.0;368.0;0.0;202.0;145.0;432.0;76.0;16.0;29.0;2.0;438.6;74.8
Almod™var;4823.0;51.0;0.0;0.0;0.0;0.0;1544.0;0.0;0.0;110.0;0.0;0.0;0.0;1357.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1761.0;0.0;0.0;0.0;a>b>c>d>e;6896.0;5014.0;1882.0;7255.0;877.0;4297.0;2081.0;1602.0;767.0;8.0;657.2;1306.0;295.0;0.0;105.0;203.0;290.0;66.0;17.0;0.0;3.0;473.4;82.4
Alvito;1352.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;640.0;0.0;0.0;0.0;0.0;271.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;441.0;0.0;0.0;0.0;a>b>c>d>e;2012.0;1416.0;596.0;2545.0;289.0;1665.0;591.0;399.0;316.0;0.0;794.8;380.0;75.0;0.0;21.0;0.0;66.0;17.0;0.0;0.0;3.0;135.7;24.3
